ENSG.ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	Gene.type	Gene.name	Chromosome
ENSG00000168243	-1.8236869635524924	5.412494684486088	-12.183199359734251	5.3669250064573236e-30	5.270591297958442e-26	57.12100421295289	protein_coding	GNG4	1
ENSG00000105835	2.947816664317539	9.976168588925079	12.166951909836785	6.252555072019031e-30	5.270591297958442e-26	56.97192875761867	protein_coding	NAMPT	7
ENSG00000251493	-1.730521461051552	4.87050695374878	-11.819514074024056	1.5968991834187589e-28	8.97404111108562e-25	53.80953010099087	protein_coding	FOXD1	5
ENSG00000155906	-1.4708767690473294	6.8839250578615125	-10.527138520692686	1.7135607738258317e-23	7.222230271482424e-20	42.50954489449119	protein_coding	RMND1	6
ENSG00000162702	1.211618587744753	8.16389032692584	10.224034996927497	2.306811082777781e-22	6.928996913793125e-19	39.97499190650818	protein_coding	ZNF281	1
ENSG00000101825	1.8123109568740734	9.541792092751455	10.216182548750162	2.4659814628838454e-22	6.928996913793125e-19	39.90995575856666	protein_coding	MXRA5	X
ENSG00000148600	-2.1992954366859694	6.177031743369785	-10.069157945996896	8.549686730489783e-22	2.0591309798475324e-18	38.698209075660294	protein_coding	CDHR1	10
ENSG00000114251	2.0889879453573688	8.243368763306298	10.03198743212967	1.1686206569096877e-21	2.22637887380438e-18	38.39366119758314	protein_coding	WNT5A	3
ENSG00000185499	2.8447911904289347	9.492793596292042	10.02521283601997	1.237016742387232e-21	2.22637887380438e-18	38.3382341936334	protein_coding	MUC1	1
ENSG00000168807	0.827009117812672	8.476818547301365	10.017422720708272	1.3205877417429148e-21	2.22637887380438e-18	38.27452881678975	protein_coding	SNTB2	16
ENSG00000253313	-1.7868511597744536	6.670437679664861	-9.934728249448382	2.638033217617223e-21	4.0431456378007966e-18	37.60027586164639	protein_coding	C1orf210	1
ENSG00000184613	-1.7500266336958274	7.477416793560759	-9.884444230142224	4.0107748176032015e-21	5.634804387497698e-18	37.19207980328692	protein_coding	NELL2	12
ENSG00000137274	-1.34729766484514	8.150134193581952	-9.722883891764592	1.5267059243179848e-20	1.979902706005916e-17	35.889871478258534	protein_coding	BPHL	6
ENSG00000160200	-1.9061140052929089	7.632548581145487	-9.711809628021822	1.6723187262355717e-20	2.0138301004003933e-17	35.80113530292081	protein_coding	CBS	21
ENSG00000185880	1.1139254613383933	8.912743581893464	9.683162976539949	2.116041081568198e-20	2.3782891062772167e-17	35.57190933542039	protein_coding	TRIM69	15
ENSG00000168461	1.712979514544613	8.933309367467507	9.648777057346129	2.8050671906696445e-20	2.89943814675463e-17	35.297359933363374	protein_coding	RAB31	18
ENSG00000106605	1.097833078405401	8.177345632122258	9.643717751904786	2.923687555301543e-20	2.89943814675463e-17	35.25702015177106	protein_coding	BLVRA	7
ENSG00000087502	0.8177102321030816	9.412072553348725	9.61571329302811	3.676075799453496e-20	3.443053439054805e-17	35.03398811174001	protein_coding	ERGIC2	12
ENSG00000135392	-1.312517393897286	5.55393877266568	-9.462328093493197	1.2784963649347353e-19	1.1344300113913001e-16	33.8202203443687	protein_coding	DNAJC14	12
ENSG00000154736	1.5121615860871174	8.248210903705516	9.412390184779158	1.9128532112540725e-19	1.6124396144266205e-16	33.42793015634996	protein_coding	ADAMTS5	21
ENSG00000115415	1.2380066401992877	10.753511199367564	9.303175866859432	4.594040915561269e-19	3.688139799783211e-16	32.574978022053116	protein_coding	STAT1	2
ENSG00000198960	0.8118018598706129	9.591976846628551	9.262295471382528	6.365804618220662e-19	4.694937421129467e-16	32.25748061819958	protein_coding	ARMCX6	X
ENSG00000044012	-3.0488369267234567	9.057308288532939	-9.261523045983058	6.405098800995179e-19	4.694937421129467e-16	32.25149093583968	protein_coding	GUCA2B	1
ENSG00000049449	1.068861324697183	9.554949221184877	9.211429568363547	9.539407082391933e-19	6.701036000085234e-16	31.86379046108936	protein_coding	RCN1	11
ENSG00000173692	0.6247993613182388	9.842771362863473	9.175354163074866	1.26972574914568e-18	8.562522561938808e-16	31.585493493613754	protein_coding	PSMD1	2
ENSG00000198668	-0.7605489493674087	6.677274822798345	-9.118743141725187	1.9857267435153887e-18	1.227151773087419e-15	31.150322752966723	protein_coding	CALM1	14
ENSG00000091317	0.9416774987681595	10.678103277138389	9.1171969473926	2.010075145408129e-18	1.227151773087419e-15	31.138463668023668	protein_coding	CMTM6	3
ENSG00000101224	1.110601947129613	8.89963559444958	9.115440376245168	2.038095358351488e-18	1.227151773087419e-15	31.124992741047727	protein_coding	CDC25B	20
