Gene.name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	ENSG.ID	Gene.type	Chromosome
A1BG	895.4132981429897	0.9428569142858232	0.0876260518543438	10.76000680543139	5.316624019556842e-27	1.9062291110426454e-25	ENSG00000121410	protein_coding	19
A1CF	2.0795210320227278	-0.4815217894142412	0.1800423146349149	-2.6744923291541682	0.007484248838812256	0.012868719468797217	ENSG00000148584	protein_coding	10
A2M	85765.06036521656	0.5757735350523467	0.10055247329928524	5.726100175960958	1.0276555299425019e-8	4.0009598372917746e-8	ENSG00000175899	protein_coding	12
A2ML1	17.147291281863044	-0.5717315523718972	0.12286077251563651	-4.653491433151561	3.2636116901785463e-6	9.159294827604453e-6	ENSG00000166535	protein_coding	12
A3GALT2	9.932790323754263	-0.4753461783302116	0.21223513968031768	-2.2397147760083875	0.025109445681210905	0.03958515025107771	ENSG00000184389	protein_coding	1
A4GALT	202.84338560171537	0.1905907989293038	0.11014183961318871	1.7304123446516495	0.08355662984107251	0.11912064759453823	ENSG00000128274	protein_coding	22
A4GNT	10.030386962144053	-0.3570947884770727	0.19300750603729575	-1.8501601093590092	0.06429047648697404	0.09389727136643276	ENSG00000118017	protein_coding	3
AAAS	978.0197036481559	-0.102703606393979	0.06781964418656673	-1.5143636865957173	0.12993362402770195	0.1776572453525633	ENSG00000094914	protein_coding	12
AACS	159.68535860941924	0.3595010408788461	0.0962709565102816	3.7342626884615187	1.8826591414373948e-4	4.1325584914277954e-4	ENSG00000081760	protein_coding	12
AADAC	7.702497419176448	-1.325447333714308	0.8956301725378616	-1.4799047356326938	0.13889867171855239	0.1885064345382203	ENSG00000114771	protein_coding	3
AADACL2	10.652987958330518	1.8253125675577464	0.33450997660202814	5.456676019350388	4.8513034631512326e-8	1.729764243017084e-7	ENSG00000197953	protein_coding	3
AADACL3	0.7075495590073811	0.10987832154087424	0.2782158376529567	0.3949391323938043	0.6928878091474128	0.7683671282204613	ENSG00000188984	protein_coding	1
AADACL4	1.6974504033731295	-0.009227391678683576	0.27719493191096317	-0.03328845738654224	0.9734445583310648	0.9835006949875218	ENSG00000204518	protein_coding	1
AADAT	100.95121241069504	-0.19213388486263527	0.11175684165865984	-1.7192136249650998	0.08557548078361844	0.12172936194319163	ENSG00000109576	protein_coding	4
AAGAB	1056.1915817705442	0.3012390436552997	0.038255869955956236	7.874322136762658	3.425951950210932e-15	3.007367595391927e-14	ENSG00000103591	protein_coding	15
AAK1	524.165482276622	-0.027591850825075804	0.042031863981450535	-0.6564508021165232	0.5115341125300282	0.5953555901595593	ENSG00000115977	protein_coding	2
AAMDC	2268.346708333557	-0.021339822904203103	0.06307095938351102	-0.33834625496091764	0.7351022704780983	0.8064640095440054	ENSG00000087884	protein_coding	11
AAMP	3966.1800732291335	0.23006443641217378	0.037511686688471	6.1331402749981585	8.616111107486566e-10	3.850453480570552e-9	ENSG00000127837	protein_coding	2
AANAT	38.479636775743714	-0.32268317056205764	0.1582090297221586	-2.0396002120027092	0.04139016092769787	0.0627826395557772	ENSG00000129673	protein_coding	17
AAR2	100.98676745655378	-0.11333932589755888	0.07544626419232713	-1.5022523263528995	0.1330319556921211	0.1813498454593025	ENSG00000131043	protein_coding	20
AARD	116.7303761805137	0.0754749549909481	0.177211555218653	0.42590312408140146	0.6701784383926375	0.7473989987566847	ENSG00000205002	protein_coding	8
AARS2	6.68871609710992	-0.017912151254447537	0.21685194651823228	-0.08260083223620746	0.9341689395095826	0.9554988660153865	ENSG00000124608	protein_coding	6
AARSD1	1128.1236708207055	0.31580948275741794	0.07764503427421528	4.067349389557722	4.755092165605775e-5	1.1367433024509327e-4	ENSG00000266967	protein_coding	17
AASDH	218.66822440987596	0.06861231227719572	0.06271780063926377	1.0939846674763936	0.27396170283030785	0.3454339931738205	ENSG00000157426	protein_coding	4
AASDHPPT	87.58054727513378	-0.9296169519772746	0.14172684227609308	-6.55921586234399	5.409145409519785e-11	2.7873885862021957e-10	ENSG00000149313	protein_coding	11
